,date,lon,lat,platform_type,platform_id
62,2024-05-28 12:15:28,-24.000323333333334,60.00019666666667,Ship,Discovery
63,2024-05-28 12:15:29,-24.000319333333334,60.000196833333334,Ship,Discovery
64,2024-05-28 12:15:30,-24.000317,60.000197,Ship,Discovery
65,2024-05-28 12:15:31,-24.0003175,60.00019733333333,Ship,Discovery
66,2024-05-28 12:15:32,-24.000319666666666,60.00019783333333,Ship,Discovery
67,2024-05-28 12:15:33,-24.000321166666666,60.000199,Ship,Discovery
68,2024-05-28 12:15:34,-24.000320833333333,60.000200166666666,Ship,Discovery
69,2024-05-28 12:15:35,-24.000319833333332,60.000200666666665,Ship,Discovery
70,2024-05-28 12:15:36,-24.000319333333334,60.00020033333333,Ship,Discovery
71,2024-05-28 12:15:37,-24.000319166666667,60.0002,Ship,Discovery
72,2024-05-28 12:15:38,-24.000319666666666,60.0002,Ship,Discovery
73,2024-05-28 12:15:39,-24.0003205,60.0002005,Ship,Discovery
74,2024-05-28 12:15:40,-24.000321833333334,60.000201,Ship,Discovery
75,2024-05-28 12:15:41,-24.0003235,60.00020083333333,Ship,Discovery
76,2024-05-28 12:15:42,-24.000324833333334,60.000200166666666,Ship,Discovery
77,2024-05-28 12:15:43,-24.000325166666666,60.000199333333335,Ship,Discovery
78,2024-05-28 12:15:44,-24.000323833333333,60.00019916666667,Ship,Discovery
79,2024-05-28 12:15:45,-24.000321833333334,60.00019966666667,Ship,Discovery
80,2024-05-28 12:15:46,-24.0003205,60.000200166666666,Ship,Discovery
81,2024-05-28 12:15:47,-24.0003205,60.000200666666665,Ship,Discovery
82,2024-05-28 12:15:48,-24.000321666666668,60.000200666666665,Ship,Discovery
83,2024-05-28 12:37:52,-24.000322333333333,60.0002045,Ship,Discovery
84,2024-05-28 12:37:53,-24.000321833333334,60.000205,Ship,Discovery
85,2024-05-28 12:37:54,-24.000321833333334,60.000205333333334,Ship,Discovery
86,2024-05-28 12:37:55,-24.000322,60.0002055,Ship,Discovery
87,2024-05-28 12:37:56,-24.000321666666668,60.000205,Ship,Discovery
88,2024-05-28 12:37:57,-24.000321333333332,60.00020416666667,Ship,Discovery
89,2024-05-28 12:37:58,-24.000321333333332,60.000203,Ship,Discovery
90,2024-05-28 12:37:59,-24.000322333333333,60.000201833333335,Ship,Discovery
91,2024-05-28 12:38:00,-24.0003235,60.00020133333334,Ship,Discovery
92,2024-05-28 12:38:01,-24.000324166666665,60.0002015,Ship,Discovery
93,2024-05-28 12:38:02,-24.000324,60.0002025,Ship,Discovery
94,2024-05-28 14:46:42,-23.999696833333335,59.999851,Ship,Discovery
95,2024-05-28 14:46:43,-23.999694833333333,59.99985083333333,Ship,Discovery
96,2024-05-28 14:46:44,-23.999694666666667,59.999850333333335,Ship,Discovery
97,2024-05-28 14:46:45,-23.999696,59.99984966666667,Ship,Discovery
98,2024-05-28 14:46:47,-23.999699166666666,59.99985016666667,Ship,Discovery
99,2024-05-28 14:46:48,-23.999699666666668,59.99985066666667,Ship,Discovery
100,2024-05-28 14:46:49,-23.999699333333332,59.999851,Ship,Discovery
101,2024-05-28 14:46:50,-23.999699166666666,59.99985066666667,Ship,Discovery
102,2024-05-28 14:46:51,-23.999699666666668,59.99985,Ship,Discovery
103,2024-05-28 15:36:57,-24.0017675,60.00091066666667,Ship,Discovery
104,2024-05-28 15:36:58,-24.001765333333335,60.00091183333333,Ship,Discovery
105,2024-05-28 15:36:59,-24.001766166666666,60.000912,Ship,Discovery
106,2024-05-28 15:37:00,-24.001767333333333,60.00091183333333,Ship,Discovery
107,2024-05-28 15:37:01,-24.001767333333333,60.0009115,Ship,Discovery
108,2024-05-28 15:37:02,-24.001766,60.00091116666667,Ship,Discovery
109,2024-05-28 15:37:03,-24.001764333333334,60.00091066666667,Ship,Discovery
110,2024-05-28 15:37:05,-24.001763,60.000910166666664,Ship,Discovery
111,2024-05-28 15:37:06,-24.001764333333334,60.00091,Ship,Discovery
112,2024-05-28 15:37:18,-24.001761333333334,60.00091033333333,Ship,Discovery
113,2024-05-28 15:37:19,-24.00176,60.0009095,Ship,Discovery
114,2024-05-28 15:37:20,-24.001759333333332,60.0009095,Ship,Discovery
115,2024-05-28 15:37:21,-24.001759333333332,60.00090933333333,Ship,Discovery
116,2024-05-28 15:37:22,-24.001759833333335,60.0009095,Ship,Discovery
117,2024-05-28 15:37:23,-24.0017605,60.00091,Ship,Discovery
118,2024-05-28 15:37:24,-24.001760666666666,60.00091066666667,Ship,Discovery
119,2024-05-28 15:37:25,-24.00175966666667,60.00091183333333,Ship,Discovery
120,2024-05-28 15:37:27,-24.001757833333333,60.00091333333334,Ship,Discovery
121,2024-05-28 15:37:28,-24.0017585,60.000912666666665,Ship,Discovery
122,2024-05-28 17:02:58,-23.960585333333334,59.93568783333333,Ship,Discovery
123,2024-05-28 17:02:59,-23.960588166666668,59.9356885,Ship,Discovery
124,2024-05-28 17:03:00,-23.960591833333332,59.93568883333333,Ship,Discovery
125,2024-05-28 17:03:02,-23.960594,59.93568883333333,Ship,Discovery
126,2024-05-28 17:03:03,-23.960590833333335,59.935689333333336,Ship,Discovery
127,2024-05-28 17:03:05,-23.960586,59.93568883333333,Ship,Discovery
128,2024-05-28 17:03:06,-23.960587333333333,59.93568783333333,Ship,Discovery
129,2024-05-28 17:03:07,-23.960589833333334,59.935687333333334,Ship,Discovery
130,2024-05-28 17:36:17,-23.960647333333334,59.93574516666666,Ship,Discovery
131,2024-05-28 17:36:18,-23.96064833333333,59.9357455,Ship,Discovery
132,2024-05-28 17:36:19,-23.960649333333333,59.93574566666667,Ship,Discovery
133,2024-05-28 17:38:24,-23.960659333333332,59.935757333333335,Ship,Discovery
134,2024-05-28 18:28:50,-23.969278833333334,59.9478535,Ship,Discovery
135,2024-05-28 18:34:58,-23.972325,59.94951783333333,Ship,Discovery
136,2024-05-28 19:13:06,-23.975126833333334,59.9618445,Ship,Discovery
137,2024-05-28 19:13:07,-23.975126166666666,59.961845,Ship,Discovery
138,2024-05-28 19:14:08,-23.975168,59.9618225,Ship,Discovery
139,2024-05-28 19:14:09,-23.975168,59.96182266666667,Ship,Discovery
140,2024-05-28 19:14:10,-23.975168,59.9618225,Ship,Discovery
141,2024-05-28 19:38:12,-23.9824255,59.97412033333333,Ship,Discovery
142,2024-05-28 19:38:13,-23.982431,59.97412,Ship,Discovery
143,2024-05-28 19:50:03,-23.985441666666667,59.97487116666667,Ship,Discovery
144,2024-05-28 20:09:09,-23.9873165,59.974353,Ship,Discovery
145,2024-05-28 20:09:10,-23.987319166666666,59.9743525,Ship,Discovery
146,2024-05-28 20:12:07,-23.987974166666667,59.97551416666667,Ship,Discovery
147,2024-05-28 20:13:23,-23.988730833333335,59.97704783333333,Ship,Discovery
148,2024-05-28 20:13:24,-23.988743833333334,59.97707116666667,Ship,Discovery
149,2024-05-28 20:15:25,-23.990158333333333,59.980167,Ship,Discovery
150,2024-05-28 20:15:26,-23.990172166666667,59.98019216666667,Ship,Discovery
0,2024-05-28 18:45:14,-23.93288333,59.9408,glider,unit_397
1,2024-05-28 17:36:35,-23.93843333,59.93405,glider,unit_397
2,2024-05-28 16:52:14,-23.94401667,59.93058333,glider,unit_397
3,2024-05-28 16:11:53,-23.95283333,59.9337,glider,unit_397
4,2024-05-28 15:47:26,-23.95843333,59.93471667,glider,unit_397
5,2024-05-28 15:29:09,-23.96036667,59.93418333,glider,unit_397
6,2024-05-28 15:17:59,-23.97743333,59.9564,glider,unit_397
7,2024-05-28 14:27:55,-24.00143333,60.00073333,glider,unit_397
8,2024-05-28 14:16:59,-24.0014,60.00071667,glider,unit_397
9,2024-05-28 14:05:09,-23.99971667,59.99983333,glider,unit_397
10,2024-05-28 13:12:49,-24.00186667,59.99996667,glider,unit_397
11,2024-05-28 13:02:18,-24.00163333,60.00005,glider,unit_397
12,2024-05-28 18:25:15,-23.95721667,59.95113333,glider,unit_405
13,2024-05-28 17:42:05,-23.96136667,59.94688333,glider,unit_405
14,2024-05-28 17:18:27,-23.96426667,59.94636667,glider,unit_405
15,2024-05-28 17:04:40,-23.96675,59.94668333,glider,unit_405
16,2024-05-28 16:39:36,-23.96036667,59.93553333,glider,unit_405
17,2024-05-28 16:27:25,-23.9604,59.93551667,glider,unit_405
18,2024-05-28 16:13:46,-23.9604,59.93553333,glider,unit_405
19,2024-05-28 16:07:35,-23.96028333,59.93546667,glider,unit_405
20,2024-05-28 15:41:36,-23.9595,59.93451667,glider,unit_405
21,2024-05-28 15:35:35,-23.95923333,59.93426667,glider,unit_405
22,2024-05-28 15:29:31,-23.96031667,59.93405,glider,unit_405
23,2024-05-28 14:59:20,-24.00141667,60.00081667,glider,unit_405
24,2024-05-28 14:48:20,-24.00138333,60.00076667,glider,unit_405
25,2024-05-28 14:26:16,-24.00138333,60.00071667,glider,unit_405
26,2024-05-28 14:12:50,-24.00116667,60.0006,glider,unit_405
27,2024-05-28 14:01:26,-23.99938333,59.99966667,glider,unit_405
28,2024-05-28 13:17:55,-23.9992,59.999,glider,unit_405
29,2024-05-28 12:25:25,-24.00073333,60.0004,glider,unit_405
30,2024-05-28 18:36:03,-23.96931667,59.95891667,glider,unit_398
31,2024-05-28 18:11:08,-23.97205,59.95856667,glider,unit_398
32,2024-05-28 17:55:05,-23.97346667,59.95963333,glider,unit_398
33,2024-05-28 17:30:04,-23.96906667,59.94758333,glider,unit_398
34,2024-05-28 17:16:37,-23.96915,59.9476,glider,unit_398
35,2024-05-28 17:10:29,-23.96913333,59.94761667,glider,unit_398
36,2024-05-28 16:41:53,-23.96056667,59.9356,glider,unit_398
37,2024-05-28 16:18:53,-23.96041667,59.93551667,glider,unit_398
38,2024-05-28 15:56:58,-23.9605,59.93541667,glider,unit_398
39,2024-05-28 15:50:55,-23.96016667,59.93513333,glider,unit_398
40,2024-05-28 15:32:53,-23.95871667,59.93421667,glider,unit_398
41,2024-05-28 15:15:48,-23.98153333,59.96301667,glider,unit_398
42,2024-05-28 14:41:38,-24.00135,60.00076667,glider,unit_398
43,2024-05-28 14:02:43,-23.99935,59.99966667,glider,unit_398
44,2024-05-28 13:15:39,-24.00128333,60.00008333,glider,unit_398
45,2024-05-28 12:43:12,-24.00075,60.0004,glider,unit_398
46,2024-05-28 12:29:37,-24.00073333,60.00036667,glider,unit_398
47,2024-05-28 18:56:56,-23.982,59.97296667,glider,unit_345
48,2024-05-28 18:43:09,-23.98253333,59.97355,glider,unit_345
49,2024-05-28 18:17:14,-23.97525,59.96153333,glider,unit_345
50,2024-05-28 17:49:25,-23.97395,59.95993333,glider,unit_345
51,2024-05-28 17:41:04,-23.97316667,59.95953333,glider,unit_345
52,2024-05-28 17:17:24,-23.96903333,59.9476,glider,unit_345
53,2024-05-28 17:05:14,-23.96866667,59.94771667,glider,unit_345
54,2024-05-28 16:37:05,-23.9604,59.93551667,glider,unit_345
55,2024-05-28 16:30:14,-23.96033333,59.93553333,glider,unit_345
56,2024-05-28 16:24:15,-23.96035,59.93551667,glider,unit_345
57,2024-05-28 16:07:15,-23.96031667,59.9354,glider,unit_345
58,2024-05-28 16:00:24,-23.96026667,59.93543333,glider,unit_345
59,2024-05-28 15:54:20,-23.96036667,59.93533333,glider,unit_345
60,2024-05-28 15:48:19,-23.96008333,59.935,glider,unit_345
61,2024-05-28 15:41:55,-23.95963333,59.9345,glider,unit_345
62,2024-05-28 15:28:56,-23.96101667,59.93416667,glider,unit_345
63,2024-05-28 15:06:34,-24.00226667,59.98818333,glider,unit_345
64,2024-05-28 14:33:24,-24.00136667,60.00076667,glider,unit_345
65,2024-05-28 13:02:00,-24.00153333,60.00006667,glider,unit_345
0,2028-05-24 09:19:28,-24.000362,60.00027633333333,Float,lovuse026d
1,2028-05-24 09:19:50,-24.000642833333334,60.000293166666665,Float,lovuse031c
2,2028-05-24 09:20:21,-24.0004965,60.0003185,Float,lovuse032c
