,ID,platform_type,platform_serial,meta_ID,variable,timestamp,value
401,1782504499,slocum,unit_397,1708,m_final_water_vy,1717171970300,0.0933126885467555
402,1782504498,slocum,unit_397,1707,m_final_water_vx,1717171970400,0.0104654052380708
403,1782504455,slocum,unit_397,2376,m_water_vy,1717188282880,0.0694656680615093
404,1782504454,slocum,unit_397,2375,m_water_vx,1717188282923,0.0785739859336526
405,1782507392,slocum,unit_397,2376,m_water_vy,1717188283681,0.0694656680615093
406,1782507391,slocum,unit_397,2375,m_water_vx,1717188283714,0.0785739859336526
407,1782507460,slocum,unit_397,2376,m_water_vy,1717188283813,0.0694656680615093
408,1782507459,slocum,unit_397,2375,m_water_vx,1717188283846,0.0785739859336526
409,1782504507,slocum,unit_397,2376,m_water_vy,1717188284076,0.0694656680615093
410,1782504506,slocum,unit_397,2375,m_water_vx,1717188284109,0.0785739859336526
